PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
MS0000002807500030,2017,other,0,Q1 (fastest),0
MS0000002807500104,2019,other,0,Q1 (fastest),0
MS0000002807700007,2023,other,0,Q1 (fastest),0
MS0000002807700020,2018,other,0,Q1 (fastest),0
MS0000002808100008,2022,other,0,Q1 (fastest),0
MS0000002808100027,2024,other,0,Q1 (fastest),1
MS0000002808100046,2017,other,0,Q1 (fastest),0
MS0000002808100058,2019,other,547.5,Q4 (slowest),0
MS0000002808100071,2024,other,44.5,Q2,0
MS0000002808300007,2022,other,206.25,Q3,0
MS0000002808300050,2017,other,1348,Q4 (slowest),0
MS0000002808300050,2024,other,110,Q3,0
MS0000002808700024,2016,other,676,Q4 (slowest),0
MS0000002808700044,2020,other,0,Q1 (fastest),0
MS0000002808700063,2024,other,0,Q1 (fastest),0
MS0000002808700064,2021,other,0,Q1 (fastest),1
MS0000002808700064,2022,other,423.5,Q4 (slowest),0
MS0000002808700081,2022,other,0,Q1 (fastest),1
MS0000002808900023,2021,other,205,Q3,0
MS0000002808900023,2023,other,468.5,Q4 (slowest),0
MS0000002808900070,2020,electric,0,Q1 (fastest),0
MS0000002808900079,2021,other,0,Q1 (fastest),0
MS0000002809300052,2016,other,0,Q1 (fastest),0
MS0000002809500003,2019,other,0,Q1 (fastest),0
MS0000002809500003,2023,other,0,Q1 (fastest),0
MS0000002809500010,2019,other,87,Q2,0
MS0000002809500013,2016,other,265,Q4 (slowest),0
MS0000002809500013,2020,other,0,Q1 (fastest),0
MS0000002809500014,2023,other,339,Q4 (slowest),0
MS0000002809500035,2021,other,121.5,Q3,0
MS0000002809500080,2024,other,70,Q2,0
MS0000002809500082,2017,other,0,Q1 (fastest),1
MS0000002809500082,2023,other,0,Q1 (fastest),0
MS0000002809500092,2024,other,104,Q3,0
MS0000002809900012,2017,other,0,Q1 (fastest),0
MS0000002810300013,2017,other,38.5,Q2,1
MS0000002810300013,2018,other,0,Q1 (fastest),1
MS0000002810300013,2019,other,0,Q1 (fastest),1
MS0000002810300013,2021,other,1314,Q4 (slowest),0
MS0000002810500002,2021,other,0,Q1 (fastest),0
MS0000002810500004,2019,other,0,Q1 (fastest),0
MS0000002810500038,2024,other,0,Q1 (fastest),0
MS0000002810500040,2019,other,0,Q1 (fastest),0
MS0000002810700004,2021,other,0,Q1 (fastest),0
MS0000002810700004,2023,other,0,Q1 (fastest),0
MS0000002810900036,2017,other,0,Q1 (fastest),1
MS0000002810900036,2018,other,0,Q1 (fastest),0
MS0000002810900036,2021,other,0,Q1 (fastest),0
MS0000002810900036,2023,other,35,Q2,1
MS0000002810900036,2024,other,0,Q1 (fastest),0
MS0000002811100003,2017,other,0,Q1 (fastest),0
MS0000002811100005,2017,other,0,Q1 (fastest),0
MS0000002811500024,2019,other,0,Q1 (fastest),1
MS0000002811500024,2020,other,177,Q3,0
MS0000002811700054,2024,other,0,Q1 (fastest),1
MS0000002811900035,2022,other,141.75,Q3,0
MS0000002812100064,2017,other,0,Q1 (fastest),0
MS0000002812100096,2020,other,209.5,Q3,0
MS0000002812300006,2023,other,213.33,Q3,0
MS0000002812300046,2021,other,0,Q1 (fastest),0
MS0000002812300051,2022,other,0,Q1 (fastest),0
MS0000002812700071,2019,other,83.5,Q2,0
MS0000002812900002,2017,other,0,Q1 (fastest),0
MS0000002812900048,2019,electric,0,Q1 (fastest),0
MS0000002812900084,2018,other,0,Q1 (fastest),0
MS0000002812900085,2017,other,0,Q1 (fastest),0
MS0000002812900085,2022,other,0,Q1 (fastest),0
MS0000002812900087,2023,other,0,Q1 (fastest),0
MS0000002812900088,2018,other,0,Q1 (fastest),0
MS0000002812900088,2024,other,0,Q1 (fastest),0
MS0000002812900091,2024,other,0,Q1 (fastest),0
MS0000002813100003,2017,other,0,Q1 (fastest),1
MS0000002813100003,2018,other,0,Q1 (fastest),0
MS0000002813100003,2023,other,141.5,Q3,1
MS0000002813100003,2024,other,63.5,Q2,0
MS0000002813100025,2017,other,0,Q1 (fastest),1
MS0000002813700023,2019,other,1,Q1 (fastest),0
MS0000002813700026,2018,other,39.33,Q2,0
MS0000002813700026,2021,other,104.5,Q3,0
MS0000002813900003,2017,other,161.5,Q3,0
MS0000002813900003,2022,other,97.5,Q3,0
MS0000002813900014,2022,other,0,Q1 (fastest),0
MS0000002813900020,2018,other,0,Q1 (fastest),0
MS0000002813900020,2023,other,0,Q1 (fastest),0
MS0000002813900046,2020,other,0,Q1 (fastest),0
MS0000002813900046,2024,other,0,Q1 (fastest),2
MS0000002814100011,2019,other,0,Q1 (fastest),0
MS0000002814100052,2017,other,0,Q1 (fastest),0
MS0000002814100056,2024,other,0,Q1 (fastest),0
MS0000002814100057,2021,other,0,Q1 (fastest),0
MS0000002814100060,2016,other,94,Q3,1
MS0000002814100060,2017,other,1390.67,Q4 (slowest),0
MS0000002814100063,2019,other,109,Q3,0
MS0000002814500045,2023,other,132,Q3,0
MS0000002814900003,2016,other,330.75,Q4 (slowest),0
MS0000002814900004,2016,other,0,Q1 (fastest),0
MS0000002814900004,2023,other,0,Q1 (fastest),0
MS0000002814900015,2017,other,0,Q1 (fastest),0
MS0000002814900059,2020,other,136.5,Q3,0
MS0000002814900059,2022,other,0,Q1 (fastest),0
MS0000002814900084,2024,other,66.5,Q2,0
MS0000002815100075,2024,other,260.5,Q4 (slowest),0
MS0000002815100113,2016,other,0,Q1 (fastest),0
MS0000002815100113,2018,other,0,Q1 (fastest),1
MS0000002815100113,2019,other,0,Q1 (fastest),0
MS0000002815100120,2020,other,0,Q1 (fastest),0
MS0000002815100122,2020,other,143,Q3,0
MS0000002815100136,2018,other,95,Q3,0
MS0000002815300006,2024,other,0,Q1 (fastest),0
MS0000002815300018,2024,other,247,Q3,0
MS0000002815300034,2017,other,0,Q1 (fastest),0
MS0000002815300074,2016,other,2.5,Q1 (fastest),0
MS0000002815300083,2023,other,0,Q1 (fastest),0
MS0000002815900003,2023,other,48,Q2,0
MS0000002815900039,2024,other,0,Q1 (fastest),0
MS0000002816300010,2019,other,0,Q1 (fastest),0
MS0000002816300031,2017,other,0,Q1 (fastest),0
MT0000003000300018,2018,electric,90.5,Q3,0
MT0000003000300018,2023,electric,25,Q2,0
MT0000003000700006,2017,other,0,Q1 (fastest),0
MT0000003001300004,2016,other,276.67,Q4 (slowest),1
MT0000003001300004,2017,other,82,Q2,3
MT0000003001300004,2018,other,419.5,Q4 (slowest),1
MT0000003001300004,2019,other,73,Q2,0
MT0000003002500001,2016,other,0,Q1 (fastest),0
MT0000003002700008,2016,other,0,Q1 (fastest),0
MT0000003002900005,2018,other,58,Q2,0
MT0000003003100005,2019,other,145,Q3,0
MT0000003003100006,2017,other,34,Q2,0
MT0000003007700002,2017,other,20,Q2,0
MT0000003008300002,2016,other,0,Q1 (fastest),1
MT0000003008300002,2017,other,30,Q2,0
MT0000003008300038,2023,other,24,Q2,0
MT0000003008700007,2017,electric,200,Q3,0
MT0000003009500005,2018,other,449,Q4 (slowest),0
MT0000003011100007,2018,other,341,Q4 (slowest),0
MT0000003011100011,2017,other,0,Q1 (fastest),3
MT0000003011100011,2018,other,155.67,Q3,0
MT0000003011100012,2016,other,282.5,Q4 (slowest),1
MT0000003011100012,2017,other,75,Q2,0
MT0000003011100013,2017,other,71,Q2,1
MT0000003011100013,2018,other,444,Q4 (slowest),1
MT0000003011100013,2019,other,89,Q2,0
MT0000003011100023,2017,electric,96.5,Q3,0
MT0000003011100034,2017,other,0,Q1 (fastest),0
MT0000003011100036,2017,other,0,Q1 (fastest),0
MT0000003011100039,2017,other,102,Q3,0
NC0000003700100010,2019,other,148.5,Q3,4
NC0000003700100010,2023,other,84,Q2,4
NC0000003700100010,2024,other,199.5,Q3,4
NC0000003700100237,2020,other,45,Q2,4
NC0000003700100237,2021,other,43,Q2,4
NC0000003700100237,2022,other,76,Q2,5
NC0000003700100237,2024,other,147.5,Q3,7
NC0000003700200098,2019,other,50,Q2,0
NC0000003700400043,2023,other,231,Q3,2
NC0000003700400043,2024,other,365,Q4 (slowest),0
NC0000003700700071,2019,other,70,Q2,0
NC0000003700900009,2021,other,1,Q1 (fastest),0
NC0000003701000067,2017,electric,1019,Q4 (slowest),0
NC0000003701300117,2021,other,70,Q2,0
NC0000003701800267,2024,other,209,Q3,3
NC0000003701900015,2019,other,36,Q2,1
NC0000003702300115,2018,other,60,Q2,0
NC0000003702400036,2018,other,80,Q2,2
NC0000003702400036,2019,other,141,Q3,0
NC0000003702600016,2024,other,212,Q3,0
NC0000003702600058,2019,other,87,Q2,1
NC0000003702600058,2022,other,335,Q4 (slowest),4
NC0000003702600058,2023,other,212,Q3,3
NC0000003702600058,2024,other,335,Q4 (slowest),0
NC0000003702900116,2022,other,124,Q3,0
NC0000003702900268,2018,other,76,Q2,1
NC0000003703300170,2019,other,43,Q2,0
NC0000003703300170,2022,other,158,Q3,0
NC0000003704100854,2018,other,27.5,Q2,0
NC0000003704100923,2019,other,104.5,Q3,1
NC0000003704100923,2021,other,61.67,Q2,2
NC0000003704100923,2022,other,117,Q3,0
NC0000003704100977,2019,other,71,Q2,3
NC0000003704100977,2020,other,43,Q2,5
NC0000003704100977,2021,other,70,Q2,4
NC0000003704100977,2022,other,154,Q3,2
NC0000003704200170,2018,electric,165,Q3,0
NC0000003704400159,2018,other,105,Q3,1
NC0000003704400159,2021,other,70,Q2,3
NC0000003704400159,2023,other,31,Q2,0
NC0000003704700001,2023,other,254,Q4 (slowest),2
NC0000003704700001,2024,other,249,Q3,0
NC0000003705900069,2017,other,355,Q4 (slowest),3
NC0000003705900069,2019,other,63,Q2,2
NC0000003706200029,2020,other,49,Q2,2
NC0000003706200029,2022,other,147,Q3,0
NC0000003706200029,2024,other,102,Q3,5
NC0000003706300110,2019,other,183.5,Q3,0
NC0000003706500356,2018,other,54,Q2,0
NC0000003707700103,2023,other,159,Q3,1
NC0000003707800159,2022,other,32,Q2,0
NC0000003707800166,2020,electric,43,Q2,2
NC0000003707800166,2021,electric,95,Q3,0
NC0000003707900138,2023,other,309,Q4 (slowest),0
NC0000003708000057,2024,other,119,Q3,0
NC0000003708000201,2024,other,156,Q3,0
NC0000003708200158,2022,electric,144,Q3,0
NC0000003708300027,2022,other,61,Q2,6
NC0000003708300027,2023,other,166.5,Q3,5
NC0000003708300027,2024,other,194,Q3,7
NC0000003708300104,2022,other,142,Q3,2
NC0000003708300104,2023,other,57.75,Q2,0
NC0000003708800111,2023,other,209,Q3,0
NC0000003709100082,2018,other,180,Q3,0
NC0000003709200290,2024,other,365,Q4 (slowest),0
NC0000003709200339,2023,other,108.5,Q3,0
NC0000003709200504,2021,other,41,Q2,0
NC0000003709200847,2023,other,112,Q3,0
NC0000003709600058,2024,other,144,Q3,0
NCBUN0003702100435,2022,other,0,Q1 (fastest),0
NCBUN0003702100476,2021,other,55,Q2,0
NCBUN0003702100476,2023,other,17,Q2,0
NCBUN0003702100539,2019,other,14.25,Q2,0
NCBUN0003702100588,2023,other,0,Q1 (fastest),2
NCBUN0003702100588,2024,other,202,Q3,0
NCBUN0003702100772,2019,other,0,Q1 (fastest),0
NCBUN0003702100772,2022,other,63,Q2,0
NCBUN0003702100772,2024,other,96,Q3,0
NCBUN0003702100773,2023,other,0,Q1 (fastest),0
NCBUN0003702100774,2022,other,142.5,Q3,3
NCBUN0003702100774,2023,other,127,Q3,0
NCBUN0003702100796,2022,other,0,Q1 (fastest),0
NCBUN0003702100805,2019,other,0,Q1 (fastest),0
NCBUN0003702100805,2023,other,0,Q1 (fastest),0
NCBUN0003702100862,2017,other,172,Q3,1
NCBUN0003702100862,2018,other,0,Q1 (fastest),1
NCBUN0003702100862,2019,other,164,Q3,0
NCBUN0003702100862,2024,other,76.5,Q2,0
NCFCO0003706700460,2017,other,58,Q2,0
NCFCO0003706700460,2019,other,0,Q1 (fastest),0
NCFCO0003706700460,2022,other,7.5,Q1 (fastest),0
NCFCO0003706700473,2022,other,0,Q1 (fastest),1
NCFCO0003706700682,2023,other,0,Q1 (fastest),0
NCFCO0003706700725,2018,other,16.5,Q2,0
NCFCO0003706700725,2020,other,14,Q1 (fastest),0
NCFCO0003706700732,2018,other,56,Q2,2
NCFCO0003706700732,2019,other,51.5,Q2,2
NCFCO0003706700732,2020,other,24.5,Q2,1
NCFCO0003706700732,2021,other,7,Q1 (fastest),0
NCFCO0003706700732,2023,other,19,Q2,1
NCFCO0003706700732,2024,other,62,Q2,2
NCFCO0003706700753,2017,other,50,Q2,0
NCFCO0003706700755,2020,other,13,Q1 (fastest),3
NCFCO0003706700755,2021,other,13,Q1 (fastest),1
NCFCO0003706700794,2022,other,117,Q3,0
NCFCO3706700710,2017,other,18,Q2,1
NCFCO3706700710,2018,other,13,Q1 (fastest),0
NCMEC0001,2017,other,3,Q1 (fastest),0
NCMEC0001,2023,other,66,Q2,0
NCMEC0003,2016,other,0,Q1 (fastest),1
NCMEC0003,2017,other,34,Q2,0
NCMEC0003,2019,other,0,Q1 (fastest),0
NCMEC0021,2018,electric,42,Q2,0
NCMEC0021,2023,electric,7,Q1 (fastest),2
NCMEC0021,2024,electric,0,Q1 (fastest),0
NCMEC0063,2017,other,0,Q1 (fastest),0
NCMEC0063,2020,other,0,Q1 (fastest),0
NCMEC0093,2021,other,0,Q1 (fastest),0
NCMEC0103,2019,other,0,Q1 (fastest),0
NCMEC0103,2022,other,0,Q1 (fastest),0
NCMEC0123,2018,other,0,Q1 (fastest),0
NCMEC0123,2023,other,0,Q1 (fastest),1
NCMEC0132,2022,other,0,Q1 (fastest),1
NCMEC0132,2023,other,0,Q1 (fastest),2
NCMEC0132,2024,other,0,Q1 (fastest),0
NCMEC0134,2019,other,0,Q1 (fastest),0
NCMEC0134,2021,other,0,Q1 (fastest),0
NCMEC0148,2024,other,0,Q1 (fastest),2
NCMEC0192,2017,other,0,Q1 (fastest),0
NCMEC0197,2022,other,0,Q1 (fastest),0
NCMEC0201,2017,other,0,Q1 (fastest),1
NCMEC0201,2018,other,0,Q1 (fastest),1
NCMEC0201,2019,other,0,Q1 (fastest),0
NCMEC0215,2018,other,0,Q1 (fastest),0
NCMEC0215,2024,other,81,Q2,0
NCMEC0225,2019,other,0,Q1 (fastest),1
NCMEC0225,2020,other,0,Q1 (fastest),0
NCMEC0262,2024,other,56,Q2,1
NCMEC0283,2019,other,0,Q1 (fastest),0
NCMEC0570,2020,other,0,Q1 (fastest),0
NCMEC0590,2016,other,28,Q2,0
NCMEC0595,2022,other,0,Q1 (fastest),0
NCMEC0637,2024,other,9,Q1 (fastest),0
NCMEC0682,2023,other,12,Q1 (fastest),0
NCMEC0700,2017,other,15,Q2,0
NCMEC0736,2018,other,0,Q1 (fastest),0
NCMEC0738,2018,other,0,Q1 (fastest),0
NCMEC0738,2022,other,0,Q1 (fastest),0
NCMEC0773,2022,other,0,Q1 (fastest),0
NCMEC0773,2024,other,0,Q1 (fastest),1
NCMEC0778,2019,other,0,Q1 (fastest),0
NCMEC0959,2020,other,41,Q2,0
NCMEC0987,2022,other,0,Q1 (fastest),1
NCMEC0987,2023,other,13,Q1 (fastest),1
NCMEC0987,2024,other,0,Q1 (fastest),0
NE0000003108100015,2022,other,0,Q1 (fastest),0
NH0000003300700001,2023,other,290,Q4 (slowest),0
NH0000003300700014,2022,other,54,Q2,0
NH0000003300790137,2017,electric,251.5,Q4 (slowest),0
NH0000003300990279,2020,other,858,Q4 (slowest),0
NH0000003300990315,2018,other,648,Q4 (slowest),0
NH0000003301300026,2021,electric,587,Q4 (slowest),1
NH0000003301300026,2023,electric,629,Q4 (slowest),0
NH0000003301500012,2018,electric,1024,Q4 (slowest),0
NH0000003301500012,2020,electric,281,Q4 (slowest),0
NH0000003301700009,2022,other,900.5,Q4 (slowest),0
NJ0000003400302541,2017,other,237,Q3,0
NJ0000003400700306,2017,other,14,Q1 (fastest),0
NJ0000003401100288,2016,other,196,Q3,0
NJ0000003401305303,2017,other,0,Q1 (fastest),1
NJ0000003401307736,2017,other,0,Q1 (fastest),0
NJ0000003401710079,2017,other,0,Q1 (fastest),0
NJ0000003401712099,2017,other,0,Q1 (fastest),0
NJ0000003401712233,2017,other,0,Q1 (fastest),0
NJ0000003401712526,2017,other,0,Q1 (fastest),0
NJ0000003402726209,2017,other,0,Q1 (fastest),2
NJ0000003403130422,2018,other,0,Q1 (fastest),0
NJ0000003403535052,2017,other,0,Q1 (fastest),0
NJ0000003403535886,2017,other,46,Q2,0
NJ0000003403941767,2017,other,6,Q1 (fastest),0
NJ0000003403941805,2017,other,22,Q2,0
NJ0000003403941814,2017,other,0,Q1 (fastest),0
NJ0000003404185442,2017,other,0,Q1 (fastest),0
NM0000003500500004,2024,other,480,Q4 (slowest),0
NM0000003500500017,2019,other,545.5,Q4 (slowest),0
NM0000003500500017,2021,other,928.5,Q4 (slowest),0
NM0000003500500080,2022,other,980.5,Q4 (slowest),0
NM0000003501300004,2024,other,608,Q4 (slowest),0
NM0000003501300007,2021,other,645.5,Q4 (slowest),0
NM0000003501300021,2021,other,1047,Q4 (slowest),0
NM0000003501300021,2023,other,338.67,Q4 (slowest),1
NM0000003501300021,2024,other,69,Q2,0
NM0000003501500002,2016,other,289.67,Q4 (slowest),1
NM0000003501500002,2017,other,278.5,Q4 (slowest),0
NM0000003501500002,2024,other,335,Q4 (slowest),0
NM0000003501500007,2022,other,1176,Q4 (slowest),0
NM0000003501500011,2018,other,16,Q2,1
NM0000003501500011,2019,other,332.5,Q4 (slowest),0
NM0000003501500011,2021,other,1253,Q4 (slowest),0
NM0000003501500024,2023,other,596,Q4 (slowest),1
NM0000003501500024,2024,other,335,Q4 (slowest),1
NM0000003501500112,2024,other,200.5,Q3,0
NM0000003501500122,2024,other,83.5,Q2,0
NM0000003501500135,2018,other,429.33,Q4 (slowest),0
NM0000003501500138,2021,other,1224.5,Q4 (slowest),0
NM0000003501500177,2018,other,496.75,Q4 (slowest),0
NM0000003501500355,2018,other,355,Q4 (slowest),0
NM0000003501500355,2021,other,1224.5,Q4 (slowest),0
NM0000003501500698,2018,other,253,Q4 (slowest),0
NM0000003501501585,2016,other,154,Q3,0
NM0000003501501603,2021,other,953,Q4 (slowest),0
NM0000003501502259,2020,other,176,Q3,0
NM0000003501502270,2020,other,176,Q3,0
NM0000003501502275,2023,other,121,Q3,0
NM0000003501502281,2020,other,176,Q3,0
NM0000003501502287,2020,other,176,Q3,0
NM0000003501502378,2023,other,257,Q4 (slowest),0
NM0000003501502403,2024,other,189,Q3,0
NM0000003501502580,2024,other,104,Q3,0
NM0000003501504213,2018,other,133,Q3,0
NM0000003502500004,2020,other,667.5,Q4 (slowest),0
NM0000003502500004,2024,other,69,Q2,2
NM0000003502500007,2022,other,214,Q3,0
NM0000003502500008,2017,other,790,Q4 (slowest),4
NM0000003502500008,2018,other,484.5,Q4 (slowest),0
NM0000003502500008,2022,other,390,Q4 (slowest),1
NM0000003502500008,2023,other,8,Q1 (fastest),0
NM0000003502500035,2017,other,488.67,Q4 (slowest),3
NM0000003502500035,2021,other,980.5,Q4 (slowest),0
NM0000003502500040,2018,other,259.33,Q4 (slowest),1
NM0000003502500040,2019,other,88,Q2,0
NM0000003502500044,2017,other,327,Q4 (slowest),5
NM0000003502500044,2018,other,386.14,Q4 (slowest),0
NM0000003502500044,2020,other,1486,Q4 (slowest),0
NM0000003502500052,2018,other,123,Q3,0
NM0000003502500060,2017,other,223.6,Q3,2
NM0000003502500060,2018,other,87.33,Q2,0
NM0000003502500061,2017,other,320,Q4 (slowest),2
NM0000003502500061,2018,other,336,Q4 (slowest),0
NM0000003502500063,2018,other,113.5,Q3,0
NM0000003502500063,2023,other,650.5,Q4 (slowest),0
NM0000003502500116,2017,other,123.5,Q3,3
NM0000003502500141,2018,other,415.33,Q4 (slowest),0
NM0000003502500341,2016,electric,167,Q3,0
NM0000003502500548,2022,other,1077,Q4 (slowest),0
NM0000003502500571,2017,other,82,Q2,3
NM0000003502500571,2018,other,472.67,Q4 (slowest),0
NM0000003502500571,2024,other,84.5,Q2,0
NM0000003502501395,2024,other,79,Q2,0
NM0000003502501490,2024,other,557,Q4 (slowest),0
NM0000003502501634,2023,other,168,Q3,0
NM0000003502501682,2024,other,104,Q3,0
NM0000003502501688,2023,other,257,Q4 (slowest),0
NM0000003502501700,2023,other,168,Q3,0
NM0000003502502389,2024,other,505,Q4 (slowest),0
NM0000003502502392,2024,other,189,Q3,0
NM0000003502504198,2022,other,538,Q4 (slowest),1
NM0000003502504198,2023,other,42,Q2,1
NM0000003502508195,2020,other,187,Q3,0
NM0000003502508197,2020,other,187,Q3,0
NM0000003502508199,2020,other,187,Q3,0
NM0000003502508201,2020,other,187,Q3,0
NM0000003502508203,2020,other,187,Q3,0
NM0000003502508205,2020,other,187,Q3,0
NM0000003503100026,2021,other,1166.5,Q4 (slowest),0
NM0000003503900023,2016,other,143,Q3,0
NM0000003503900046,2017,other,159,Q3,0
NM0000003503900075,2017,other,122,Q3,0
NM0000003503900223,2022,other,916,Q4 (slowest),0
NM0000003504500023,2022,other,555.5,Q4 (slowest),0
NM0000003504500062,2022,other,718,Q4 (slowest),0
NM0000003504500247,2018,other,201.5,Q3,1
NM0000003504500247,2019,other,537,Q4 (slowest),0
NM0000003504500273,2024,other,14,Q1 (fastest),0
NM0000003504500902,2016,electric,20,Q2,0
NMCOA0003500100005,2021,other,51.5,Q2,0
NMCOA0003500100008,2022,other,0,Q1 (fastest),0
NMCOA0003500100145,2016,other,445,Q4 (slowest),0
NMCOA0003500100368,2023,electric,184,Q3,0
NMCOA0003500102459,2020,other,152,Q3,0
NMCOA0003500104218,2024,other,179,Q3,0
NVCCH00032003A0003,2017,other,204,Q3,0
NVCCH00032003A0003,2019,other,118,Q3,0
NVCCH00032003A0003,2021,other,60,Q2,1
NVCCH00032003A0003,2022,other,2,Q1 (fastest),2
NVCCH00032003A0003,2023,other,101,Q3,4
NVCCH00032003A0003,2024,other,62,Q2,2
NVCCH00032003A0004,2018,other,155,Q3,1
NVCCH00032003A0004,2019,other,98,Q3,0
NVCCH00032003A0011,2021,other,111.5,Q3,0
NVCCH00032003A0011,2024,other,0,Q1 (fastest),1
NVCCH00032003A0012,2019,other,68.5,Q2,1
NVCCH00032003A0013,2022,other,1,Q1 (fastest),0
NVCCH00032003A0019,2016,other,229,Q3,0
NVCCH00032003A0019,2018,other,121.5,Q3,1
NVCCH00032003A0019,2019,other,53,Q2,1
NVCCH00032003A0019,2020,other,126,Q3,0
NVCCH00032003A0075,2020,other,77,Q2,1
NVCCH00032003A0075,2021,other,1,Q1 (fastest),0
NVCCH00032003A0075,2023,other,77,Q2,0
NVCCH00032003A0095,2021,other,144.67,Q3,0
NVCCH00032003A0095,2023,other,77,Q2,0
NVCCH00032003A0114,2017,other,336,Q4 (slowest),0
NVCCH00032003A0114,2021,other,0,Q1 (fastest),3
NVCCH00032003A0114,2022,other,7,Q1 (fastest),1
NVCCH00032003A0114,2023,other,8,Q1 (fastest),0
NVCCH00032003A0138,2019,other,114,Q3,0
NVCCH00032003A0138,2021,other,0,Q1 (fastest),0
NVCCH00032003A0138,2023,other,0,Q1 (fastest),0
NVCCH00032003A0257,2018,other,184,Q3,0
NVCCH00032003A0257,2021,other,0,Q1 (fastest),0
NVCCH00032003A0257,2024,other,79,Q2,0
NVCCH00032003A0360,2021,electric,1,Q1 (fastest),0
NVCCH00032003A0372,2019,other,126.33,Q3,1
NVCCH00032003A0372,2020,other,114,Q3,2
NVCCH00032003A0372,2021,other,66,Q2,2
NVCCH00032003A0372,2022,other,63.5,Q2,2
NVCCH00032003A0372,2023,other,57,Q2,2
NVCCH00032003A0372,2024,other,147.5,Q3,4
NVCCH00032003A0391,2022,electric,0,Q1 (fastest),0
NVCCH00032003A0395,2021,other,88.67,Q2,3
NVCCH00032003A0395,2022,other,86.67,Q2,2
NVCCH00032003A0395,2023,other,49.5,Q2,1
NVCCH00032003A0395,2024,other,251,Q3,0
NVCCH00032003A0408,2023,other,30,Q2,0
NVCCH00032003A0473,2021,other,0,Q1 (fastest),1
NVCCH00032003A0473,2022,other,245,Q3,0
NVCCH00032003A0512,2019,other,161.33,Q3,1
NVCCH00032003A0533,2024,electric,31.5,Q2,1
NVCCH00032003A0593,2021,other,34.5,Q2,0
